Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
Accenture,Gurugram,Data Analyst,0-2 Yrs,"JavaScript, React, Node.js",3.1,Internship,Naukri,2025-10-19,https://www.example.com/apply/accenture/Data-Analyst
Capgemini,Chennai,Process Associate,2-5 Yrs,"AI/ML, Deep Learning",10.6,Internship,Indeed,2025-09-22,https://www.example.com/apply/capgemini/Process-Associate
Tcs,Ahmedabad,Support Executive,2-5 Yrs,"Excel, Tableau, SQL",9.9,Full-Time,Naukri,2025-09-25,https://www.example.com/apply/tcs/Support-Executive
Wipro,Bengaluru,Software Engineer,0-2 Yrs,"Python, SQL, Power BI",16.0,Full-Time,Linkedin,2025-09-24,https://www.example.com/apply/wipro/Software-Engineer
Infosys,Bengaluru,Test Engineer,Fresher,"AI/ML, Deep Learning",13.6,Internship,Naukri,2025-10-06,https://www.example.com/apply/infosys/Test-Engineer
Wipro,Gurugram,System Analyst,2-5 Yrs,"Customer Support, Voice Process",9.3,Full-Time,Glassdoor,2025-10-19,https://www.example.com/apply/wipro/System-Analyst
Infosys,Chennai,Data Analyst,0-2 Yrs,Automation Testing,4.5,Full-Time,Naukri,2025-09-20,https://www.example.com/apply/infosys/Data-Analyst
Infosys,Gurugram,Software Engineer,5-10 Yrs,"ETL, Data Warehousing",15.3,Contract,Linkedin,2025-09-18,https://www.example.com/apply/infosys/Software-Engineer
Capgemini,Mumbai,Data Analyst,2-5 Yrs,"ETL, Data Warehousing",8.2,Contract,Linkedin,2025-10-18,https://www.example.com/apply/capgemini/Data-Analyst
Tcs,Chennai,Business Analyst,5-10 Yrs,"AWS, Azure, DevOps",17.6,Full-Time,Indeed,2025-10-13,https://www.example.com/apply/tcs/Business-Analyst
Infosys,Bengaluru,Devops Engineer,0-2 Yrs,"AI/ML, Deep Learning",19.2,Full-Time,Indeed,2025-10-18,https://www.example.com/apply/infosys/DevOps-Engineer
Ibm,Chennai,Business Analyst,5-10 Yrs,"Customer Support, Voice Process",19.6,Internship,Linkedin,2025-10-01,https://www.example.com/apply/ibm/Business-Analyst
Tcs,Bengaluru,Devops Engineer,Fresher,"AI/ML, Deep Learning",14.5,Full-Time,Indeed,2025-09-29,https://www.example.com/apply/tcs/DevOps-Engineer
Ibm,Mumbai,Process Associate,2-5 Yrs,"ETL, Data Warehousing",11.7,Full-Time,Linkedin,2025-10-05,https://www.example.com/apply/ibm/Process-Associate
Ibm,Ahmedabad,Cloud Engineer,Fresher,"AI/ML, Deep Learning",8.6,Internship,Linkedin,2025-10-12,https://www.example.com/apply/ibm/Cloud-Engineer
Wipro,Jaipur,Software Engineer,Fresher,"Customer Support, Voice Process",6.0,Full-Time,Naukri,2025-10-15,https://www.example.com/apply/wipro/Software-Engineer
Accenture,Bengaluru,Data Analyst,5-10 Yrs,"ETL, Data Warehousing",5.5,Internship,Linkedin,2025-10-02,https://www.example.com/apply/accenture/Data-Analyst
Tcs,Bengaluru,Business Analyst,5-10 Yrs,Automation Testing,14.8,Full-Time,Glassdoor,2025-10-10,https://www.example.com/apply/tcs/Business-Analyst
Wipro,Pune,Process Associate,0-2 Yrs,"AWS, Azure, DevOps",17.6,Internship,Indeed,2025-09-21,https://www.example.com/apply/wipro/Process-Associate
Capgemini,Mumbai,Support Executive,5-10 Yrs,"AWS, Azure, DevOps",12.1,Internship,Linkedin,2025-10-06,https://www.example.com/apply/capgemini/Support-Executive
Infosys,Mumbai,Process Associate,2-5 Yrs,Automation Testing,9.6,Internship,Linkedin,2025-09-08,https://www.example.com/apply/infosys/Process-Associate
Infosys,Bengaluru,Cloud Engineer,Fresher,"Excel, Tableau, SQL",4.0,Internship,Glassdoor,2025-09-11,https://www.example.com/apply/infosys/Cloud-Engineer
Infosys,Kolkata,Support Executive,Fresher,"Customer Support, Voice Process",5.2,Internship,Indeed,2025-09-11,https://www.example.com/apply/infosys/Support-Executive
Tcs,Chennai,Process Associate,0-2 Yrs,Automation Testing,20.0,Full-Time,Glassdoor,2025-09-03,https://www.example.com/apply/tcs/Process-Associate
Infosys,Chennai,Software Engineer,0-2 Yrs,"Excel, Tableau, SQL",10.6,Contract,Linkedin,2025-10-03,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Noida,Process Associate,5-10 Yrs,"JavaScript, React, Node.js",7.0,Full-Time,Indeed,2025-10-14,https://www.example.com/apply/tcs/Process-Associate
Wipro,Ahmedabad,Test Engineer,5-10 Yrs,"Python, SQL, Power BI",17.0,Internship,Glassdoor,2025-10-11,https://www.example.com/apply/wipro/Test-Engineer
Infosys,Chennai,Technical Support,5-10 Yrs,"Customer Support, Voice Process",18.7,Contract,Naukri,2025-10-11,https://www.example.com/apply/infosys/Technical-Support
Infosys,Ahmedabad,Support Executive,2-5 Yrs,"JavaScript, React, Node.js",13.0,Internship,Linkedin,2025-10-04,https://www.example.com/apply/infosys/Support-Executive
Wipro,Kolkata,Business Analyst,2-5 Yrs,"AWS, Azure, DevOps",7.3,Internship,Naukri,2025-09-03,https://www.example.com/apply/wipro/Business-Analyst
Cognizant,Noida,Data Analyst,Fresher,"Linux, Networking, Troubleshooting",18.5,Contract,Glassdoor,2025-09-14,https://www.example.com/apply/cognizant/Data-Analyst
Infosys,Hyderabad,Cloud Engineer,5-10 Yrs,"Customer Support, Voice Process",4.1,Internship,Indeed,2025-09-24,https://www.example.com/apply/infosys/Cloud-Engineer
Tech Mahindra,Mumbai,Test Engineer,Fresher,"AWS, Azure, DevOps",4.2,Contract,Glassdoor,2025-09-19,https://www.example.com/apply/tech mahindra/Test-Engineer
Tcs,Gurugram,Support Executive,2-5 Yrs,"Linux, Networking, Troubleshooting",4.9,Internship,Linkedin,2025-09-11,https://www.example.com/apply/tcs/Support-Executive
Wipro,Gurugram,Test Engineer,0-2 Yrs,"Customer Support, Voice Process",4.9,Contract,Indeed,2025-09-09,https://www.example.com/apply/wipro/Test-Engineer
Cognizant,Noida,Process Associate,2-5 Yrs,"JavaScript, React, Node.js",5.1,Full-Time,Linkedin,2025-09-16,https://www.example.com/apply/cognizant/Process-Associate
Tcs,Pune,Test Engineer,2-5 Yrs,"Python, SQL, Power BI",13.5,Internship,Linkedin,2025-09-26,https://www.example.com/apply/tcs/Test-Engineer
Infosys,Gurugram,Support Executive,2-5 Yrs,"Excel, Tableau, SQL",19.9,Full-Time,Glassdoor,2025-09-05,https://www.example.com/apply/infosys/Support-Executive
Tech Mahindra,Mumbai,Devops Engineer,0-2 Yrs,"Excel, Tableau, SQL",10.6,Contract,Linkedin,2025-09-29,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Tech Mahindra,Chennai,Process Associate,Fresher,"AI/ML, Deep Learning",5.8,Full-Time,Glassdoor,2025-10-10,https://www.example.com/apply/tech mahindra/Process-Associate
Tech Mahindra,Chennai,Process Associate,5-10 Yrs,"Linux, Networking, Troubleshooting",11.5,Full-Time,Glassdoor,2025-09-20,https://www.example.com/apply/tech mahindra/Process-Associate
Tcs,Noida,Support Executive,0-2 Yrs,"AWS, Azure, DevOps",7.1,Full-Time,Linkedin,2025-09-22,https://www.example.com/apply/tcs/Support-Executive
Infosys,Kolkata,System Analyst,Fresher,"Python, SQL, Power BI",5.8,Contract,Linkedin,2025-10-07,https://www.example.com/apply/infosys/System-Analyst
Wipro,Pune,Devops Engineer,5-10 Yrs,"Java, Spring Boot",3.6,Full-Time,Linkedin,2025-10-04,https://www.example.com/apply/wipro/DevOps-Engineer
Tcs,Hyderabad,Data Analyst,2-5 Yrs,"ETL, Data Warehousing",10.4,Internship,Glassdoor,2025-09-11,https://www.example.com/apply/tcs/Data-Analyst
Tcs,Kolkata,Support Executive,2-5 Yrs,"AWS, Azure, DevOps",15.3,Contract,Linkedin,2025-10-01,https://www.example.com/apply/tcs/Support-Executive
Infosys,Ahmedabad,Devops Engineer,5-10 Yrs,"Java, Spring Boot",14.5,Contract,Linkedin,2025-09-21,https://www.example.com/apply/infosys/DevOps-Engineer
Cognizant,Chennai,Data Analyst,5-10 Yrs,Automation Testing,14.0,Full-Time,Linkedin,2025-09-03,https://www.example.com/apply/cognizant/Data-Analyst
Ibm,Chennai,Test Engineer,2-5 Yrs,"Java, Spring Boot",19.5,Contract,Linkedin,2025-09-01,https://www.example.com/apply/ibm/Test-Engineer
Infosys,Pune,System Analyst,5-10 Yrs,"Excel, Tableau, SQL",9.3,Internship,Indeed,2025-09-10,https://www.example.com/apply/infosys/System-Analyst
Wipro,Bengaluru,Process Associate,0-2 Yrs,"Python, SQL, Power BI",14.5,Contract,Linkedin,2025-09-14,https://www.example.com/apply/wipro/Process-Associate
Infosys,Ahmedabad,Devops Engineer,Fresher,"Linux, Networking, Troubleshooting",18.0,Internship,Linkedin,2025-10-12,https://www.example.com/apply/infosys/DevOps-Engineer
Wipro,Bengaluru,Cloud Engineer,Fresher,"AI/ML, Deep Learning",14.4,Internship,Indeed,2025-09-10,https://www.example.com/apply/wipro/Cloud-Engineer
Tech Mahindra,Hyderabad,Software Engineer,2-5 Yrs,"Python, SQL, Power BI",11.4,Contract,Glassdoor,2025-10-14,https://www.example.com/apply/tech mahindra/Software-Engineer
Accenture,Pune,Devops Engineer,0-2 Yrs,"Java, Spring Boot",14.4,Full-Time,Naukri,2025-10-21,https://www.example.com/apply/accenture/DevOps-Engineer
Wipro,Gurugram,Support Executive,Fresher,"AI/ML, Deep Learning",18.6,Full-Time,Linkedin,2025-10-09,https://www.example.com/apply/wipro/Support-Executive
Infosys,Gurugram,Devops Engineer,Fresher,"Excel, Tableau, SQL",10.9,Full-Time,Linkedin,2025-10-08,https://www.example.com/apply/infosys/DevOps-Engineer
Ibm,Kolkata,Test Engineer,Fresher,"Customer Support, Voice Process",4.1,Full-Time,Naukri,2025-09-18,https://www.example.com/apply/ibm/Test-Engineer
Tcs,Jaipur,Data Analyst,0-2 Yrs,"ETL, Data Warehousing",17.6,Full-Time,Indeed,2025-09-12,https://www.example.com/apply/tcs/Data-Analyst
Ibm,Noida,Business Analyst,Fresher,"Customer Support, Voice Process",7.7,Full-Time,Glassdoor,2025-09-05,https://www.example.com/apply/ibm/Business-Analyst
Hcl,Noida,Technical Support,0-2 Yrs,"Python, SQL, Power BI",16.7,Contract,Glassdoor,2025-09-22,https://www.example.com/apply/hcl/Technical-Support
Hcl,Gurugram,Devops Engineer,0-2 Yrs,"AWS, Azure, DevOps",18.7,Contract,Naukri,2025-09-20,https://www.example.com/apply/hcl/DevOps-Engineer
Infosys,Kolkata,Cloud Engineer,5-10 Yrs,"Customer Support, Voice Process",19.7,Contract,Naukri,2025-10-13,https://www.example.com/apply/infosys/Cloud-Engineer
Infosys,Kolkata,Technical Support,0-2 Yrs,"Python, SQL, Power BI",3.2,Full-Time,Glassdoor,2025-10-09,https://www.example.com/apply/infosys/Technical-Support
Tech Mahindra,Bengaluru,Devops Engineer,2-5 Yrs,"Excel, Tableau, SQL",14.6,Contract,Glassdoor,2025-09-30,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Wipro,Bengaluru,Data Analyst,2-5 Yrs,"AWS, Azure, DevOps",19.4,Contract,Linkedin,2025-09-09,https://www.example.com/apply/wipro/Data-Analyst
Tcs,Pune,Business Analyst,5-10 Yrs,"Linux, Networking, Troubleshooting",3.5,Internship,Linkedin,2025-09-03,https://www.example.com/apply/tcs/Business-Analyst
Cognizant,Gurugram,Test Engineer,5-10 Yrs,"Excel, Tableau, SQL",8.7,Full-Time,Glassdoor,2025-09-16,https://www.example.com/apply/cognizant/Test-Engineer
Wipro,Jaipur,Test Engineer,5-10 Yrs,"Java, Spring Boot",16.1,Full-Time,Naukri,2025-09-26,https://www.example.com/apply/wipro/Test-Engineer
Ibm,Mumbai,Technical Support,0-2 Yrs,Automation Testing,6.4,Contract,Linkedin,2025-09-16,https://www.example.com/apply/ibm/Technical-Support
Tcs,Chennai,Software Engineer,0-2 Yrs,"Python, SQL, Power BI",9.2,Internship,Indeed,2025-09-30,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Ahmedabad,Software Engineer,0-2 Yrs,"AWS, Azure, DevOps",18.9,Full-Time,Glassdoor,2025-09-01,https://www.example.com/apply/wipro/Software-Engineer
Infosys,Mumbai,Support Executive,2-5 Yrs,"AWS, Azure, DevOps",17.8,Internship,Linkedin,2025-09-23,https://www.example.com/apply/infosys/Support-Executive
Ltimindtree,Jaipur,System Analyst,Fresher,"Linux, Networking, Troubleshooting",18.2,Contract,Naukri,2025-10-15,https://www.example.com/apply/ltimindtree/System-Analyst
Capgemini,Hyderabad,Software Engineer,Fresher,"Excel, Tableau, SQL",16.7,Full-Time,Indeed,2025-09-06,https://www.example.com/apply/capgemini/Software-Engineer
Capgemini,Jaipur,System Analyst,Fresher,Automation Testing,13.6,Internship,Naukri,2025-10-12,https://www.example.com/apply/capgemini/System-Analyst
Infosys,Kolkata,Cloud Engineer,2-5 Yrs,"AWS, Azure, DevOps",14.5,Internship,Glassdoor,2025-09-28,https://www.example.com/apply/infosys/Cloud-Engineer
Tcs,Bengaluru,System Analyst,0-2 Yrs,"Python, SQL, Power BI",17.2,Full-Time,Indeed,2025-09-29,https://www.example.com/apply/tcs/System-Analyst
Infosys,Mumbai,Process Associate,5-10 Yrs,"Excel, Tableau, SQL",11.2,Full-Time,Indeed,2025-10-13,https://www.example.com/apply/infosys/Process-Associate
Tech Mahindra,Ahmedabad,Technical Support,2-5 Yrs,"AWS, Azure, DevOps",14.8,Contract,Naukri,2025-09-11,https://www.example.com/apply/tech mahindra/Technical-Support
Cognizant,Hyderabad,Data Analyst,5-10 Yrs,"Excel, Tableau, SQL",10.9,Full-Time,Glassdoor,2025-10-11,https://www.example.com/apply/cognizant/Data-Analyst
Tcs,Hyderabad,Technical Support,0-2 Yrs,"Python, SQL, Power BI",7.9,Full-Time,Indeed,2025-09-01,https://www.example.com/apply/tcs/Technical-Support
Tcs,Kolkata,Support Executive,0-2 Yrs,"ETL, Data Warehousing",19.4,Contract,Indeed,2025-09-05,https://www.example.com/apply/tcs/Support-Executive
Tcs,Hyderabad,Software Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",15.7,Internship,Indeed,2025-09-30,https://www.example.com/apply/tcs/Software-Engineer
Tcs,Jaipur,Business Analyst,0-2 Yrs,"ETL, Data Warehousing",3.4,Contract,Linkedin,2025-09-01,https://www.example.com/apply/tcs/Business-Analyst
Tcs,Gurugram,Devops Engineer,Fresher,"JavaScript, React, Node.js",5.7,Internship,Glassdoor,2025-10-13,https://www.example.com/apply/tcs/DevOps-Engineer
Tcs,Ahmedabad,Process Associate,5-10 Yrs,"Java, Spring Boot",8.2,Full-Time,Naukri,2025-09-18,https://www.example.com/apply/tcs/Process-Associate
Tech Mahindra,Hyderabad,Data Analyst,5-10 Yrs,"Customer Support, Voice Process",3.8,Internship,Linkedin,2025-09-23,https://www.example.com/apply/tech mahindra/Data-Analyst
Tcs,Gurugram,Devops Engineer,5-10 Yrs,"Linux, Networking, Troubleshooting",13.8,Full-Time,Indeed,2025-09-27,https://www.example.com/apply/tcs/DevOps-Engineer
Tech Mahindra,Mumbai,Business Analyst,5-10 Yrs,"ETL, Data Warehousing",19.5,Full-Time,Glassdoor,2025-10-06,https://www.example.com/apply/tech mahindra/Business-Analyst
Ltimindtree,Hyderabad,Test Engineer,5-10 Yrs,"JavaScript, React, Node.js",5.4,Internship,Glassdoor,2025-10-05,https://www.example.com/apply/ltimindtree/Test-Engineer
Ibm,Noida,Data Analyst,0-2 Yrs,"Customer Support, Voice Process",19.4,Contract,Indeed,2025-09-22,https://www.example.com/apply/ibm/Data-Analyst
Tech Mahindra,Pune,Devops Engineer,0-2 Yrs,"Java, Spring Boot",14.1,Full-Time,Indeed,2025-09-12,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Ibm,Kolkata,Cloud Engineer,Fresher,Automation Testing,7.3,Internship,Naukri,2025-10-12,https://www.example.com/apply/ibm/Cloud-Engineer
Infosys,Gurugram,Cloud Engineer,5-10 Yrs,"Linux, Networking, Troubleshooting",15.5,Contract,Glassdoor,2025-09-21,https://www.example.com/apply/infosys/Cloud-Engineer
Tcs,Bengaluru,Support Executive,5-10 Yrs,"AI/ML, Deep Learning",14.0,Contract,Indeed,2025-09-30,https://www.example.com/apply/tcs/Support-Executive
Capgemini,Bengaluru,Technical Support,0-2 Yrs,"Excel, Tableau, SQL",10.3,Contract,Naukri,2025-09-23,https://www.example.com/apply/capgemini/Technical-Support
Cognizant,Pune,Technical Support,0-2 Yrs,"AI/ML, Deep Learning",4.8,Internship,Glassdoor,2025-10-14,https://www.example.com/apply/cognizant/Technical-Support
Hcl,Bengaluru,Support Executive,2-5 Yrs,"Linux, Networking, Troubleshooting",9.3,Full-Time,Naukri,2025-09-06,https://www.example.com/apply/hcl/Support-Executive
Wipro,Ahmedabad,Process Associate,5-10 Yrs,"Java, Spring Boot",8.4,Contract,Linkedin,2025-10-07,https://www.example.com/apply/wipro/Process-Associate
Tcs,Ahmedabad,Test Engineer,2-5 Yrs,"AI/ML, Deep Learning",17.1,Contract,Linkedin,2025-10-10,https://www.example.com/apply/tcs/Test-Engineer
Wipro,Gurugram,Devops Engineer,0-2 Yrs,"Java, Spring Boot",17.7,Contract,Naukri,2025-09-06,https://www.example.com/apply/wipro/DevOps-Engineer
Tcs,Pune,System Analyst,Fresher,"AWS, Azure, DevOps",7.8,Full-Time,Indeed,2025-09-09,https://www.example.com/apply/tcs/System-Analyst
Wipro,Bengaluru,Software Engineer,5-10 Yrs,Automation Testing,14.8,Full-Time,Linkedin,2025-09-02,https://www.example.com/apply/wipro/Software-Engineer
Infosys,Jaipur,Test Engineer,2-5 Yrs,"Excel, Tableau, SQL",11.1,Contract,Indeed,2025-09-26,https://www.example.com/apply/infosys/Test-Engineer
Tcs,Jaipur,Business Analyst,5-10 Yrs,"JavaScript, React, Node.js",14.5,Internship,Glassdoor,2025-09-15,https://www.example.com/apply/tcs/Business-Analyst
Tcs,Ahmedabad,Process Associate,2-5 Yrs,"AWS, Azure, DevOps",12.7,Full-Time,Linkedin,2025-09-02,https://www.example.com/apply/tcs/Process-Associate
Cognizant,Chennai,Data Analyst,5-10 Yrs,"Excel, Tableau, SQL",9.4,Full-Time,Indeed,2025-09-10,https://www.example.com/apply/cognizant/Data-Analyst
Tcs,Mumbai,Cloud Engineer,2-5 Yrs,"Excel, Tableau, SQL",18.5,Full-Time,Indeed,2025-09-27,https://www.example.com/apply/tcs/Cloud-Engineer
Infosys,Noida,Software Engineer,2-5 Yrs,"Customer Support, Voice Process",15.9,Full-Time,Linkedin,2025-10-09,https://www.example.com/apply/infosys/Software-Engineer
Capgemini,Bengaluru,System Analyst,0-2 Yrs,"Linux, Networking, Troubleshooting",7.7,Internship,Naukri,2025-09-07,https://www.example.com/apply/capgemini/System-Analyst
Infosys,Gurugram,Technical Support,Fresher,"JavaScript, React, Node.js",19.5,Contract,Linkedin,2025-10-17,https://www.example.com/apply/infosys/Technical-Support
Ltimindtree,Ahmedabad,System Analyst,Fresher,"Linux, Networking, Troubleshooting",10.9,Internship,Glassdoor,2025-09-08,https://www.example.com/apply/ltimindtree/System-Analyst
Capgemini,Mumbai,Data Analyst,Fresher,"AWS, Azure, DevOps",7.6,Full-Time,Glassdoor,2025-09-03,https://www.example.com/apply/capgemini/Data-Analyst
Infosys,Mumbai,Devops Engineer,2-5 Yrs,"ETL, Data Warehousing",3.7,Internship,Glassdoor,2025-09-28,https://www.example.com/apply/infosys/DevOps-Engineer
Hcl,Mumbai,Test Engineer,5-10 Yrs,"Customer Support, Voice Process",12.6,Full-Time,Glassdoor,2025-09-23,https://www.example.com/apply/hcl/Test-Engineer
Tech Mahindra,Bengaluru,Business Analyst,5-10 Yrs,"Customer Support, Voice Process",4.6,Full-Time,Linkedin,2025-10-16,https://www.example.com/apply/tech mahindra/Business-Analyst
Tcs,Hyderabad,Technical Support,Fresher,"AI/ML, Deep Learning",7.4,Contract,Naukri,2025-09-28,https://www.example.com/apply/tcs/Technical-Support
Wipro,Chennai,Process Associate,2-5 Yrs,"ETL, Data Warehousing",19.2,Contract,Linkedin,2025-09-19,https://www.example.com/apply/wipro/Process-Associate
Ltimindtree,Ahmedabad,Test Engineer,Fresher,"Excel, Tableau, SQL",11.5,Internship,Indeed,2025-10-20,https://www.example.com/apply/ltimindtree/Test-Engineer
Tcs,Mumbai,Technical Support,Fresher,"Excel, Tableau, SQL",12.4,Full-Time,Naukri,2025-09-17,https://www.example.com/apply/tcs/Technical-Support
Tech Mahindra,Chennai,System Analyst,2-5 Yrs,Automation Testing,13.9,Full-Time,Indeed,2025-09-10,https://www.example.com/apply/tech mahindra/System-Analyst
Ibm,Jaipur,Cloud Engineer,Fresher,"Excel, Tableau, SQL",5.8,Contract,Linkedin,2025-09-10,https://www.example.com/apply/ibm/Cloud-Engineer
Tech Mahindra,Ahmedabad,Technical Support,0-2 Yrs,"Customer Support, Voice Process",7.2,Full-Time,Glassdoor,2025-09-20,https://www.example.com/apply/tech mahindra/Technical-Support
Tech Mahindra,Hyderabad,System Analyst,2-5 Yrs,"JavaScript, React, Node.js",16.3,Internship,Indeed,2025-10-19,https://www.example.com/apply/tech mahindra/System-Analyst
Ibm,Noida,Technical Support,5-10 Yrs,"AWS, Azure, DevOps",11.8,Full-Time,Indeed,2025-10-04,https://www.example.com/apply/ibm/Technical-Support
Capgemini,Hyderabad,Support Executive,2-5 Yrs,Automation Testing,12.5,Contract,Naukri,2025-10-02,https://www.example.com/apply/capgemini/Support-Executive
Tech Mahindra,Jaipur,Test Engineer,2-5 Yrs,"Excel, Tableau, SQL",2.7,Contract,Linkedin,2025-10-17,https://www.example.com/apply/tech mahindra/Test-Engineer
Infosys,Jaipur,Support Executive,0-2 Yrs,"AWS, Azure, DevOps",6.8,Full-Time,Indeed,2025-10-11,https://www.example.com/apply/infosys/Support-Executive
Infosys,Noida,Test Engineer,0-2 Yrs,Automation Testing,10.4,Contract,Glassdoor,2025-10-19,https://www.example.com/apply/infosys/Test-Engineer
